rank,subscribers,Title,category,video views,highest_yearly_earnings,Country
910,13000000,7 Minutoz,Music,4349562794.0,1400000.0,Brazil
912,12900000,Pastor Antïïïïï,People & Blogs,2112274210.0,1500000.0,Brazil
913,12900000,Matheus Yurley,Entertainment,140022442.0,7100.0,Brazil
914,12900000,gymvirtual,Sports,2509752944.0,575700.0,Spain
915,12900000,BIBOïïïïï,Entertainment,3178222797.0,192100.0,South Korea
916,12900000,Top Viral Talent,Entertainment,3643698504.0,1400000.0,United States of America
917,12900000,Akon,Music,6300933122.0,4400000.0,United States of America
918,12900000,AlArabiya ïïïïï,People & Blogs,7520379951.0,3900000.0,United Arab Emirates
920,12900000,EnriqueIglesiasVEVO,Music,15446707595.0,3600000.0,United States of America
921,12900000,ýýýýýýýý ýýýý ýýýýýýýýýýýýýý,Shows,5585085130.0,3400000.0,Ukraine
922,12900000,The Shiny Peanut,Education,2848466522.0,40200.0,Indonesia
923,12800000,Talking Angela,Entertainment,3632438963.0,1300000.0,United Kingdom
924,12800000,Melon City Show - ïïïïïïïïïï,Comedy,5863456698.0,1700000.0,Iraq
925,12800000,Duo Tiempo De Sol,Music,6662288136.0,2600000.0,Spain
927,12800000,MrSuicideSheep,Entertainment,6970899521.0,869600.0,Canada
928,12800000,Adam W,Comedy,9502983550.0,11000000.0,United States of America
929,12800000,Right to Shiksha,Education,7876740921.0,10300000.0,India
930,12800000,Beyoncïï,Music,14185611472.0,4300000.0,United States of America
933,12700000,Franco Escamilla,Comedy,4266957149.0,3700000.0,Mexico
934,12700000,Adexe & Nau,Music,4579773883.0,484000.0,Spain
937,12700000,Future AMV's,Music,9927699419.0,22700.0,United States of America
938,12700000,YoungBoy Never Broke Again,Entertainment,13174393401.0,8200000.0,United States of America
939,12700000,Blossom,Howto & Style,4733873025.0,2100000.0,United States of America
941,12700000,Piuzinho,Gaming,1081285962.0,173700.0,Brazil
943,12700000,Go Ami Go!,People & Blogs,1714955279.0,15700000.0,Colombia
944,12600000,Morgz,Gaming,3303595310.0,2800000.0,United Kingdom
945,12600000,CaseyNeistat,People & Blogs,3152402405.0,285700.0,United States of America
946,12600000,ýýýýýýýýýSULGI,People & Blogs,3485373675.0,5400000.0,South Korea
947,12600000,NickiMinajAtVEVO,Music,8831179714.0,1700000.0,United States of America
948,12600000,Ellie Goulding,Music,6969178081.0,1800000.0,United Kingdom
949,12500000,colinfurze,Entertainment,1612094871.0,407200.0,United Kingdom
950,12500000,People Vs Food,Entertainment,1136534702.0,736300.0,United States of America
953,12500000,Health Time,Howto & Style,1002219689.0,66900.0,India
954,12500000,Yair17,Gaming,1402042328.0,425700.0,Mexico
955,12500000,Little Baby Bum en Espaïï,Education,6956320454.0,783300.0,Spain
956,12500000,First We Feast,Howto & Style,2983799729.0,5300000.0,United States of America
957,12500000,Mïïïï,Travel & Events,3140883140.0,1500000.0,Mexico
960,12500000,Parafernalha,Entertainment,4625777945.0,343600.0,Brazil
961,12500000,NDTV,Entertainment,4935793409.0,2800000.0,India
962,12500000,elcarteldesantatv,Music,7489455451.0,5600000.0,Mexico
963,12500000,Family Fitness,Entertainment,10384848759.0,11300000.0,India
964,12500000,Zee Tamil,Entertainment,11552190002.0,16800000.0,India
965,12500000,Flowers Comedy,Entertainment,11691081301.0,8600000.0,India
966,12500000,Mundo Bita,Music,16690788752.0,10300000.0,Brazil
967,12500000,Wave Music Bhakti,Music,5146004207.0,531800.0,India
969,12500000,CKM,Comedy,4465772496.0,630800.0,India
970,12500000,Mr_Mughall Gaming,Science & Technology,4340213066.0,419.0,Pakistan
971,12400000,_vector_,Comedy,7597013023.0,43400000.0,United States of America
974,12400000,WatchLOUD,Gaming,2394143260.0,1300.0,United States of America
975,12400000,Gibby :),People & Blogs,2862685032.0,493300.0,Mexico
977,12400000,SAAIHALILINTAR,Entertainment,1113066203.0,38700.0,Indonesia
978,12400000,Timba Vk,Gaming,2840137980.0,1200000.0,Spain
979,12400000,Heidi and Zidane HZHtube,Entertainment,4021409291.0,460600.0,Canada
980,12400000,DaniRep | +6 Vïïïïïïïïïïï,Gaming,6933660906.0,4000000.0,Spain
981,12400000,Zee Kids,Film & Animation,7683670251.0,4600000.0,India
982,12400000,Pari's Lifestyle,People & Blogs,7741764747.0,1800000.0,India
983,12400000,DisneyChannelUK,Music,12607488647.0,1700000.0,United Kingdom
985,12400000,bharatzkitchen HINDI,Howto & Style,2315226648.0,1500000.0,India
988,12400000,Avril Lavigne,Music,6202090191.0,2400000.0,United States of America
989,12400000,Caylus,Education,4779139505.0,8500000.0,United States of America
990,12400000,Migos ATL,Music,6993406259.0,2400000.0,United States of America
991,12300000,Natan por Aï,Sports,9029609749.0,26500000.0,Brazil
992,12300000,Free Fire India Official,People & Blogs,1674409945.0,3100000.0,India
994,12300000,RobTopGames,Gaming,374123483.0,185800.0,Sweden
995,12300000,Make Joke Of,Comedy,2129773714.0,1200000.0,India
